emoji,unicode_name,group,graha,element,layer,nakshatra,varna,rasa,dosha,vastu_zone,confidence,method,attestation,attestation_status
↘️,down-right arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
⬇️,down arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
↙️,down-left arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
⬅️,left arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
↖️,up-left arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
↕️,up-down arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
↔️,left-right arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
↩️,right arrow curving left,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
↪️,left arrow curving right,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
⤴️,right arrow curving up,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
⤵️,right arrow curving down,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔃,clockwise vertical arrows,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔄,counterclockwise arrows button,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔙,BACK arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔚,END arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔛,ON! arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔜,SOON arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔝,TOP arrow,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🛐,place of worship,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⚛️,atom symbol,Symbols,guru,ether,S0,,sannyasa,,,,0.8,symbol_direct,OBSERVED,inferred_coherent
🕉️,om,Symbols,guru,ether,S0,,sannyasa,,,,0.8,symbol_direct,OBSERVED,inferred_coherent
✡️,star of David,Symbols,guru,ether,S1,,universal,,,,0.6,symbol_religious,SYNTHESIS,inferred_coherent
☸️,wheel of dharma,Symbols,guru,ether,S0,,sannyasa,,,,0.8,symbol_direct,OBSERVED,inferred_coherent
☯️,yin yang,Symbols,guru,ether,S0,,sannyasa,,,,0.8,symbol_direct,OBSERVED,inferred_coherent
✝️,latin cross,Symbols,guru,ether,S1,,universal,,,,0.6,symbol_religious,SYNTHESIS,inferred_coherent
☦️,orthodox cross,Symbols,guru,ether,S1,,universal,,,,0.6,symbol_religious,SYNTHESIS,inferred_coherent
☪️,star and crescent,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
☮️,peace symbol,Symbols,guru,ether,S0,,sannyasa,,,,0.8,symbol_direct,OBSERVED,inferred_coherent
🕎,menorah,Symbols,guru,ether,S1,,universal,,,,0.6,symbol_religious,SYNTHESIS,inferred_coherent
🔯,dotted six-pointed star,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🪯,khanda,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♈,Aries,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♉,Taurus,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♊,Gemini,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♋,Cancer,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♌,Leo,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♍,Virgo,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♎,Libra,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♏,Scorpio,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♐,Sagittarius,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♑,Capricorn,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♒,Aquarius,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♓,Pisces,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⛎,Ophiuchus,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔀,shuffle tracks button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔁,repeat button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔂,repeat single button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
▶️,play button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏩,fast-forward button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏭️,next track button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏯️,play or pause button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
◀️,reverse button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏪,fast reverse button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏮️,last track button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔼,upwards button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏫,fast up button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔽,downwards button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏬,fast down button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏸️,pause button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏹️,stop button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏺️,record button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⏏️,eject button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎦,cinema,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔅,dim button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔆,bright button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📶,antenna bars,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🛜,wireless,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📳,vibration mode,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📴,mobile phone off,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♀️,female sign,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♂️,male sign,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⚧️,transgender symbol,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
✖️,multiply,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
➕,plus,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
➖,minus,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
➗,divide,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🟰,heavy equals sign,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♾️,infinity,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
‼️,double exclamation mark,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⁉️,exclamation question mark,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
❓,red question mark,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
❔,white question mark,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
❕,white exclamation mark,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
❗,red exclamation mark,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
〰️,wavy dash,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💱,currency exchange,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💲,heavy dollar sign,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⚕️,medical symbol,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
♻️,recycling symbol,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⚜️,fleur-de-lis,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔱,trident emblem,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
📛,name badge,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔰,Japanese symbol for beginner,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
⭕,hollow red circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
✅,check mark button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
☑️,check box with check,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
✔️,check mark,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
❌,cross mark,Symbols,guru,ether,S1,,universal,,,,0.6,symbol_religious,SYNTHESIS,inferred_coherent
❎,cross mark button,Symbols,guru,ether,S1,,universal,,,,0.6,symbol_religious,SYNTHESIS,inferred_coherent
➰,curly loop,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
➿,double curly loop,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
〽️,part alternation mark,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
✳️,eight-spoked asterisk,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
✴️,eight-pointed star,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
❇️,sparkle,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
©️,copyright,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
®️,registered,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
™️,trade mark,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🫟,splatter,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
#️⃣,keycap #,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
*️⃣,keycap *,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
0️⃣,keycap 0,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
1️⃣,keycap 1,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
2️⃣,keycap 2,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
3️⃣,keycap 3,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
4️⃣,keycap 4,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
5️⃣,keycap 5,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
6️⃣,keycap 6,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
7️⃣,keycap 7,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
8️⃣,keycap 8,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
9️⃣,keycap 9,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔟,keycap 10,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔠,input latin uppercase,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔡,input latin lowercase,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔢,input numbers,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔣,input symbols,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔤,input latin letters,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🅰️,A button (blood type),Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆎,AB button (blood type),Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🅱️,B button (blood type),Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆑,CL button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆒,COOL button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆓,FREE button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
ℹ️,information,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆔,ID button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
Ⓜ️,circled M,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🆕,NEW button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆖,NG button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🅾️,O button (blood type),Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆗,OK button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🅿️,P button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆘,SOS button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆙,UP! button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🆚,VS button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈁,Japanese “here” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈂️,Japanese “service charge” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈷️,Japanese “monthly amount” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈶,Japanese “not free of charge” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈯,Japanese “reserved” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🉐,Japanese “bargain” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈹,Japanese “discount” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈚,Japanese “free of charge” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈲,Japanese “prohibited” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🉑,Japanese “acceptable” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈸,Japanese “application” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈴,Japanese “passing grade” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈳,Japanese “vacancy” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
㊗️,Japanese “congratulations” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
㊙️,Japanese “secret” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈺,Japanese “open for business” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🈵,Japanese “no vacancy” button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔴,red circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟠,orange circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟡,yellow circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟢,green circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔵,blue circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟣,purple circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟤,brown circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
⚫,black circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
⚪,white circle,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟥,red square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟧,orange square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟨,yellow square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟩,green square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟦,blue square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟪,purple square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🟫,brown square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
⬛,black large square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
⬜,white large square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
◼️,black medium square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
◻️,white medium square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
◾,black medium-small square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
◽,white medium-small square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
▪️,black small square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
▫️,white small square,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔶,large orange diamond,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔷,large blue diamond,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔸,small orange diamond,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔹,small blue diamond,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔺,red triangle pointed up,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔻,red triangle pointed down,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
💠,diamond with a dot,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔘,radio button,Symbols,,ether,S3,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🔳,white square button,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🔲,black square button,Symbols,,ether,S4,,universal,,,,0.5,symbol_geometry,SYNTHESIS,inferred_coherent
🏁,chequered flag,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🚩,triangular flag,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🎌,crossed flags,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏴,black flag,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏳️,white flag,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏳️‍🌈,rainbow flag,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏳️‍⚧️,transgender flag,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🏴‍☠️,pirate flag,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇨,flag Ascension Island,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇩,flag Andorra,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇪,flag United Arab Emirates,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇫,flag Afghanistan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇬,flag Antigua & Barbuda,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇮,flag Anguilla,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇱,flag Albania,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇲,flag Armenia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇴,flag Angola,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇶,flag Antarctica,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇷,flag Argentina,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇸,flag American Samoa,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇹,flag Austria,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇺,flag Australia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇼,flag Aruba,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇽,flag Åland Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇦🇿,flag Azerbaijan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇦,flag Bosnia & Herzegovina,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇧,flag Barbados,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇩,flag Bangladesh,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇪,flag Belgium,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇫,flag Burkina Faso,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇬,flag Bulgaria,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇭,flag Bahrain,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇮,flag Burundi,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇯,flag Benin,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇱,flag St. Barthélemy,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇲,flag Bermuda,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇳,flag Brunei,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇴,flag Bolivia,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇶,flag Caribbean Netherlands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇷,flag Brazil,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇸,flag Bahamas,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇹,flag Bhutan,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇻,flag Bouvet Island,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇼,flag Botswana,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇾,flag Belarus,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇧🇿,flag Belize,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇦,flag Canada,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇨,flag Cocos (Keeling) Islands,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇩,flag Congo - Kinshasa,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇫,flag Central African Republic,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇬,flag Congo - Brazzaville,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇭,flag Switzerland,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🇨🇮,flag Côte d’Ivoire,Flags,,earth,S4,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
