latin_name,common_name,family,habit,mature_height_m,canopy_spread_m,hardiness_zone_min,hardiness_zone_max,layer,succession_role,root_architecture,water_relationship,nitrogen_fixer,guild_function_primary,allelopathic,fodder_cattle,fodder_sheep,fodder_goat,fodder_pig,fodder_chicken,fodder_duck,edibility_rating,medicinal_rating,other_uses_rating,soil,shade,moisture,range,found_in,known_hazards,summary,attestation,source
Silphium laciniatum,"Compass Plant, Robinson's compassplant",Asteraceae or Compositae,Perennial,2.0,,4,8,groundcover,mid_successional,rhizomatous,moisture_loving,no,support,no,no,no,no,no,no,no,2,2,0,LMH,SN,M,"Central N. America - Ohio to Minnesota, south to Alabama and Texas.",,There is a report that the plant might be toxic[222].,,OBSERVED:PFAF,pfaf.org database
Silphium laeve,,Asteraceae or Compositae,Perennial,,,4,8,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,1,0,0,LMH,SN,M,N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Silphium perfoliatum,"Cup Plant, Rosinweed",Asteraceae or Compositae,Perennial,2.5,,3,7,groundcover,mid_successional,rhizomatous,moisture_loving,no,support,no,no,no,no,no,no,no,0,2,0,LMH,SN,M,"Eastern N. America - Ontario to South Dakota, south to Georgia, Missouri and Oklahoma.",,None known,"Bloom Color: Yellow. Main Bloom Time: Late summer, Mid summer. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Silphium terebinthinaceum,"Prairie Dockm, Prairie rosinweed, Lucy Braun's rosinweed",Asteraceae or Compositae,Perennial,1.5,,4,8,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,2,1,LMH,SN,M,"Eastern N. America - Ontario to Tennessee, Ohio and Indiana.",,None known,,OBSERVED:PFAF,pfaf.org database
Simarouba amara,"Paradise tree, bitterwood",Simaroubaceae,Tree,25.0,,10,12,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,3,4,3,LMH,SN,MWe,"S. America - Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela, Guyanas; C. America - Panama to Guatemala; Caribbean - Trinidad - Leeward Islands.","Brazil; Colombia; Bolivia, Plurinational State of; Belize; Honduras; Costa Rica; Panama; Peru; Ecuador; Venezuela, Bolivarian Republic of; Guyana; French Guiana; Suriname; Antigua and Barbuda; Barbado",The residual cake left after processing the crude fat from the seed contains a toxin[418 ].,"Found in the rainforests and savannas of South and Central America and the Caribbean, Simarouba amara or also known as Paradise Tree is a fast-growing, monoecious, evergreen tree growing up to 35 m in height and 125 cm in trunk diameter. It has small yellow flowers which occur on a staminate panicle",OBSERVED:PFAF,pfaf.org database
Simarouba glauca,"Paradise Tree, Bitterwood, Dysentery-bark",Simaroubaceae,Tree,15.0,,9,12,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,3,4,2,LMH,SN,MWe,Central America - Panama to Mexico. Caribbean - Cuba to southern Florida.,Bahamas; Cuba; United States; Panama; Costa Rica; El Salvador; Guatemala; Belize; Mexico,None known,"Simarouba glauca, otherwise known as Paradise Tree or Bitter Wood, is an evergreen, small to medium-sized tree growing up to 15 m in height, with a narrow crown, well-developed root system, and straight, cylindrical bole thank can be at least 30 cm in diameter. It can be found in Central America. It",OBSERVED:PFAF,pfaf.org database
Simmondsia chinensis,Jojoba,Simmondsiaceae,Shrub,2.0,,9,12,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,pollinator_attractor,no,no,no,no,no,no,no,2,2,3,LM,N,M,"Southwestern N. America - California, Arizona, northwest Mexico..","Africa, Argentina, Australia, Brazil, Britain, Canada, Central America, Costa Rica, East Africa, Egypt, Ghana, Haiti, Indochina, Iran, Israel, Jordan, Kenya, Mexico*, North Africa, North America, Para",None known,,OBSERVED:PFAF,pfaf.org database
Sisyrinchium angustifolium,"Bermuda Blue-Eyed Grass, Narrowleaf blue-eyed grass",Iridaceae,Perennial,0.4,,3,7,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,Western Ireland. South-eastern N. America. Naturalized in Britain.,,None known,,OBSERVED:PFAF,pfaf.org database
Sium suave,"Water Parsnip, Hemlock waterparsnip",Apiaceae or Umbelliferae,Perennial,1.2,,4,8,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,3,1,0,LM,N,MWe,"Northern N. America to N. Asia in China, Japan, Korea and Russia.",,"The stems and leaves of this plant are toxic and will kill livestock[212]. There is no conclusive proof of this, based on native North American Indian usage it is likely that the roots and stems are edible, though the flowering tops might be poisonous[256].",,OBSERVED:PFAF,pfaf.org database
Smilacina racemosa,False Spikenard,Convallariaceae,Perennial,1.0,,2,8,groundcover,mid_successional,rhizomatous,moisture_loving,no,groundcover,no,no,no,no,no,no,no,4,2,2,LMH,FS,M,"N. America - British Columbia to Nova Scotia, south to Georgia and Missouri.",,None known,Smilacina racemosa (L.) Desf. is a synonym of Maianthemum racemosum (L.) Link,OBSERVED:PFAF,pfaf.org database
Smilacina stellata,Star-Flowered Lily Of The Valley,Convallariaceae,Perennial,0.6,,3,7,groundcover,mid_successional,rhizomatous,moisture_loving,no,groundcover,no,no,no,no,no,no,no,4,2,0,LMH,FS,M,N. America - British Columbia to California and east to Virginia and Newfoundland.,,None known,Smilacina stellata (L.) Desf. is a synonym of Maianthemum stellatum (L.) Link,OBSERVED:PFAF,pfaf.org database
Smilax auriculata,Earleaf Greenbrier,Smilacaceae,Climber,7.0,,,,vine,mid_successional,fibrous_shallow,mesic,no,climber,no,no,no,no,no,no,no,2,2,0,LMH,SN,M,"South-eastern N. America - Florida to Texas, Minnesota and Ontario.",,None known,,OBSERVED:PFAF,pfaf.org database
Smilax bona-nox,"Greenbriar, Saw greenbrier, Dunes saw greenbrier",Smilacaceae,Climber,6.0,,,,vine,early_successional,fibrous_shallow,drought_tolerant,no,windbreak,no,no,no,no,no,no,no,3,2,0,LMH,SN,M,"South-eastern N. America - Virginia to Kentucky, Kansas, Florida, Texas and Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Smilax cordifolia,,Smilacaceae,Perennial,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,0,0,LMH,SN,M,South-western N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Smilax glauca,Cat Greenbrier,Smilacaceae,Climber,5.0,,4,8,vine,early_successional,fibrous_shallow,drought_tolerant,no,windbreak,no,no,no,no,no,no,no,2,2,0,LMH,SN,DM,"South-eastern N. America - New England to Florida, west to Texas and Indiana.",,None known,,OBSERVED:PFAF,pfaf.org database
Smilax herbacea,"Carrion Flower, Smooth carrionflower",Smilacaceae,Perennial Climber,2.5,,4,8,vine,mid_successional,fibrous_shallow,mesic,no,climber,no,no,no,no,no,no,no,4,1,2,LMH,SN,M,Eastern N. America - southwards from Quebec.,,None known,,OBSERVED:PFAF,pfaf.org database
Smilax hispida,Hag Briar,Smilacaceae,Climber,15.0,,4,8,vine,mid_successional,fibrous_shallow,mesic,no,climber,no,no,no,no,no,no,no,2,2,0,LMH,SN,M,"Eastern and Central N. America - Connecticut to Ontario, Minnesota, Nebraska, N. Carolina and Texas.",,None known,,OBSERVED:PFAF,pfaf.org database
Smilax laurifolia,Laurel Greenbrier,Smilacaceae,Climber,6.0,,7,10,vine,mid_successional,fibrous_shallow,wetland,no,climber,no,no,no,no,no,no,no,3,2,0,LMH,SN,M,South-eastern N. America - New Jersey to Florida and Texas.,,None known,,OBSERVED:PFAF,pfaf.org database
Smilax pseudochina,False China Root,Smilacaceae,Climber,2.0,,,,vine,mid_successional,fibrous_shallow,wetland,no,climber,no,no,no,no,no,no,no,3,2,0,LMH,SN,MWe,"Eastern N. America - Maryland to Illinois, Nebraska, Kansas, Florida and Texas.",,None known,,OBSERVED:PFAF,pfaf.org database
Smilax rotundifolia,"Horse Brier, Roundleaf greenbrier, Brambles",Smilacaceae,Climber,12.0,,4,9,vine,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,3,2,0,LMH,SN,M,"Eastern N. America - Nova Scotia to Florida, west to Texas and Illinois.",,None known,"Bloom Color: Green, White, Yellow. Main Bloom Time: Early summer, Late summer, Mid summer. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Smilax tamnoides,Bristly Greenbrier,Smilacaceae,Climber,,,,,vine,mid_successional,fibrous_shallow,mesic,no,climber,no,no,no,no,no,no,no,2,2,0,LMH,SN,M,Eastern N. America - Florida to Vancouver.,,None known,,OBSERVED:PFAF,pfaf.org database
Solanum boreale,,Solanaceae,Perennial,,,,,groundcover,mid_successional,tuber,mesic,no,support,no,no,no,no,no,no,no,1,0,0,LMH,N,M,South-western N. America.,,All green parts of the plant are poisonous.,,OBSERVED:PFAF,pfaf.org database
Solanum carolinense,"Horse Nettle, Carolina horsenettle",Solanaceae,Perennial,1.0,,3,7,groundcover,pioneer,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,0,2,0,LMH,SN,M,"South-eastern N. America - New England to Florida, west to Texas and South Dakota.",,All parts of the plant are potentially poisonous[222]. Fatalities have been reported with children[222].,,OBSERVED:PFAF,pfaf.org database
Solanum fendleri,"Wild Potato, Fendler's horsenettle, Texan horsenettle",Solanaceae,Perennial,,,,,groundcover,mid_successional,tuber,mesic,no,support,no,no,no,no,no,no,no,3,2,0,LMH,N,M,South-western N. America.,,"Although no specific mention of toxicity has been seen for this species, it belongs to a genus where many if not all the members have poisonous leaves and sometimes also the unripe fruits.",,OBSERVED:PFAF,pfaf.org database
Solanum jamesii,"Colorado Wild Potato, Wild potato",Solanaceae,Perennial,0.2,,8,11,groundcover,mid_successional,tuber,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LMH,N,M,South-western N. America.,,"Although no specific mention of toxicity has been seen for this species, it belongs to a genus where many if not all the members have poisonous leaves and sometimes also the unripe fruits.",,OBSERVED:PFAF,pfaf.org database
Solanum piliferum,,Solanaceae,Perennial,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,0,0,LMH,N,M,Southern N. America - Mexico.,,"Although no specific mention of toxicity has been seen for this species, it belongs to a genus where many if not all the members have poisonous leaves and sometimes also the unripe fruits.",,OBSERVED:PFAF,pfaf.org database
Solanum pimpinellifolium,Currant Tomato,Solanaceae,Annual/Biennial,1.0,,10,12,groundcover,mid_successional,fibrous_shallow,mesic,no,pest_confuser,no,no,no,no,no,no,no,4,2,2,LMH,N,M,"Original habitat is obscure, probably Western S. America as a cultivated form of L. Cerasiforme.","Australia, Andes, Brazil, Ecuador, India, Mexico, North America, Northeastern India, Peru, South America, USA.","All green parts of the plant are poisonous[19 , 76 ]. Although providing many well-known foods for people, including the potato, tomato, pepper and aubergine, most plants in the family Solanaceae also contain poisonous alkaloids. Unless there are specific entries with information on edible uses, it ","Currant Tomato, Solanum pimpinellifolium, is a wild tomato species native to Ecuador and Peru. There are annual. biennial, and perennial varieties. Other common names are German Raising Tomato and Tomatillo. The branches are slender and initially erect, becoming procumbent or decumbent. The fruits a",OBSERVED:PFAF,pfaf.org database
Solanum torvum,"Pea Eggplant, Turkey berry",Solanaceae,Shrub,2.5,,8,11,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,3,3,2,LMH,SN,M,"South America - Brazil, Colombia, north to the Caribbean and through Central America to Mexico.","Africa, Angola, Antigua and Barbuda - Antigua, Asia, Australia, Bahamas, Barbados, Belize, Benin, Brazil, Burkina Faso, Cambodia, Cameroon, Central Africa, Central America*, China, Colombia, Congo DR,","Although providing many well-known foods for people, including the potato, tomato, pepper and aubergine, most plants in the family Solanaceae also contain poisonous alkaloids. Unless there are specific entries with information on edible uses, it would be unwise to ingest any part of this plant [K ].",,OBSERVED:PFAF,pfaf.org database
Solanum triflorum,Cutleaf Nightshade,Solanaceae,Annual,0.8,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,2,1,0,LMH,N,DM,"N. America - Ontario to Manitoba, Kansas and New Mexico. Naturalized in Britain in Norfolk[17].",,"Although no specific mention of toxicity has been seen for this species, it belongs to a genus where many if not all the members have poisonous leaves and sometimes also the unripe fruits.",,OBSERVED:PFAF,pfaf.org database
Solidago canadensis,"Canadian Goldenrod, Shorthair goldenrod, Harger's goldenrod, Rough Canada goldenrod, Common Goldenro",Asteraceae or Compositae,Perennial,1.8,,5,10,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,2,2,1,LMH,SN,M,"Eastern N. America - Newfoundland to Ontario, south to Virginia. Naturalized in Britain[17].",,Weak potential for sensitization. Irrigation therapy is contraindicated in cases of oedema due to renal or heart disease. Care needed with chronic kidney disease [301].,"Bloom Color: Yellow. Main Bloom Time: Early fall, Late summer, Mid summer, Mid fall. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Solidago canadensis scabra,Canadian Goldenrod,Asteraceae or Compositae,Perennial,1.8,,3,7,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,2,2,2,LMH,SN,M,"Eastern N. America - Maine to Ontario, Nebraska, Georgia and Texas.",,None known,,OBSERVED:PFAF,pfaf.org database
Solidago fistulosa,Pine barren goldenrod,Asteraceae or Compositae,Perennial,1.8,,,,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,1,2,LMH,SN,M,Eastern N. America - New Jersey to Florida and Louisiana.,,None known,,OBSERVED:PFAF,pfaf.org database
Solidago gigantea,Giant Goldenrod,Asteraceae or Compositae,Perennial,1.2,,5,9,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,2,0,LMH,SN,M,"N. America - New Brunswick to British Columbia, south to Georgia, Texas and Utah.",,None known,,OBSERVED:PFAF,pfaf.org database
Solidago graminifolia,Flat-Topped Goldenrod,Asteraceae or Compositae,Perennial,1.5,,3,7,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,1,1,1,LMH,SN,M,"N. America - British Columbia to Alberta, south to Florida and New Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Solidago leavenworthii,Leavenworth's goldenrod,Asteraceae or Compositae,Perennial,1.2,,,,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,1,2,LMH,SN,M,South-eastern N. America - Florida to S. Carolina.,,None known,,OBSERVED:PFAF,pfaf.org database
Solidago missouriensis,"Prairie Goldenrod, Missouri goldenrod, Tolmie's goldenrod",Asteraceae or Compositae,Perennial,1.2,,6,9,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,2,1,1,LMH,SN,DM,Western N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Solidago nemoralis,"Old-Field Goldenrod, Gray goldenrod",Asteraceae or Compositae,Perennial,0.3,,,,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,1,1,1,LMH,SN,DM,"Western N. America - western Montana to central Idaho, south to Colorado and Arizona.",,None known,,OBSERVED:PFAF,pfaf.org database
Solidago odora,"Sweet Goldenrod, Anisescented goldenrod, Chapman's goldenrod",Asteraceae or Compositae,Perennial,1.2,,3,7,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,2,2,2,LMH,SN,DM,"Eastern N. America - New Hampshire to Florida, west to Texas and Oklahoma.",,None known,,OBSERVED:PFAF,pfaf.org database
Solidago radiata,,Asteraceae or Compositae,,,,,,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,1,1,1,LMH,SN,M,Western N. America.,,None known,UPDATE: This plant does not appear in the IPNI Plant Name Database,OBSERVED:PFAF,pfaf.org database
Solidago rigida,"Stiff Goldenrod, Flat Topped Goldenrod, Stiff Goldenrod",Asteraceae or Compositae,Perennial,1.2,,3,9,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,2,2,LMH,SN,M,"Eastern N. America - Ontario to Saskatchewan, south to Massachusetts, Georgia, Texas and Colorado.",,None known,"Bloom Color: Yellow. Main Bloom Time: Early fall, Late summer, Mid fall. Form: Upright or erect.",OBSERVED:PFAF,pfaf.org database
Solidago spathulata,"Coast Goldenrod, Creeping Goldenrod",Asteraceae or Compositae,Perennial,0.6,,4,9,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,1,1,1,LMH,SN,M,Western N. America - California to Oregon.,,None known,"Bloom Color: Yellow. Main Bloom Time: Early fall, Late summer, Mid summer. Form: Spreading or horizontal.",OBSERVED:PFAF,pfaf.org database
Solidago spectabilis,Nevada Goldenrod,Asteraceae or Compositae,Perennial,0.5,,6,9,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,1,1,LMH,SN,M,South-eastern N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Solidago suaveolens,anisescented goldenrod,Asteraceae or Compositae,Perennial,,,,,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,1,1,1,LMH,SN,M,N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Solidago virgaurea,Goldenrod,Asteraceae or Compositae,Perennial,0.6,,4,8,groundcover,early_successional,fibrous_shallow,moisture_loving,no,windbreak,no,no,no,no,no,no,no,1,3,1,LMH,SN,DM,"Most of Europe, including Britain, temperate Asia and N. America.",,Mild allergic reactions. Avoid during pregnancy and breast feeding. Care if chronic kidney disease. Irrigation therapy is contraindicated in oedema cases [301].,,OBSERVED:PFAF,pfaf.org database
Sophora secundiflora,"Mescal Bean, Texas Mountain Laurel",Fabaceae or Leguminosae,Tree,10.0,,7,10,canopy,mid_successional,fibrous_shallow,drought_tolerant,yes,nitrogen_fixer,no,no,no,no,no,no,no,0,1,3,LMH,N,DM,"Southern N. America - Texas, New Mexico and Northern Mexico.",,"The plant, and especially the seeds, contains the poisonous alkaloid cytosine (or sophorin according to another report[82]), which resembles nicotine in its action and is similarly toxic[238].","Bloom Color: Purple. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Rounded, Upright or erect.",OBSERVED:PFAF,pfaf.org database
Sophora sericea,Silky Sophora,Fabaceae or Leguminosae,Perennial,0.3,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,yes,nitrogen_fixer,no,no,no,no,no,no,no,3,0,0,LMH,N,DM,"South-western N. America - South Dakota, Nebraska and Wyoming, south to Texas, Arizona and Mexico.",,"The plant contains cytosine, which resembles nicotine and is similarly toxic[238]. The seed is poisonous[149].",,OBSERVED:PFAF,pfaf.org database
Sorbus americana,American Mountain Ash,Rosaceae,Tree,10.0,,2,6,canopy,mid_successional,fibrous_shallow,wetland,no,canopy,no,no,no,no,no,no,no,1,2,2,LMH,SN,M,"Eastern N. America - Newfoundland to N. Carolina, west to Illinois and Manitoba.",,"The seeds probably contain hydrogen cyanide. This is the ingredient that gives almonds their characteristic flavour. Unless the seed is very bitter it should be perfectly safe in reasonable quantities. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestio","Bloom Color: White. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Oval.",OBSERVED:PFAF,pfaf.org database
Sorbus decora,Showy Mountain Ash,Rosaceae,Tree,10.0,,,,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,1,1,2,LMH,SN,M,"North-eastern N. America - Labrador and Newfoundland to Quebec, south to Iowa and Maine.",,"The seeds probably contain hydrogen cyanide. This is the ingredient that gives almonds their characteristic flavour. Unless the seed is very bitter it should be perfectly safe in reasonable quantities. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestio",,OBSERVED:PFAF,pfaf.org database
Sorbus scopulina,"Western Mountain Ash, Greene's mountain ash, Cascade mountain ash",Rosaceae,Shrub,4.0,,4,8,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,2,1,0,LMH,SN,M,"N. America - Labrador to Alaska, south to Maine, Pennsylvania, Michigan, Colorado and Utah.",,"The seeds probably contain hydrogen cyanide. This is the ingredient that gives almonds their characteristic flavour. Unless the seed is very bitter it should be perfectly safe in reasonable quantities. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestio",,OBSERVED:PFAF,pfaf.org database
Sorbus sitchensis,"Sitka Mountain Ash, Western mountain ash",Rosaceae,Shrub,1.8,,4,8,shrub,pioneer,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,"Western N. America - Alaska to California, east to Idaho and Montana.",,"The seeds probably contain hydrogen cyanide. This is the ingredient that gives almonds their characteristic flavour. Unless the seed is very bitter it should be perfectly safe in reasonable quantities. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestio",,OBSERVED:PFAF,pfaf.org database
Sorghum bicolor,"Sorghum, Common wild sorghum, Grain sorghum, Sudangrass",Poaceae or Gramineae,Annual,5.0,,9,12,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,yes,no,no,yes,no,no,4,2,3,LMH,N,DM,Original habitat is obscure.,"Africa, Arabia, Argentina, Asia, Australia, Bahamas, Bangladesh, Botswana, Burkina Faso, Burma, Central Africa, Central African Republic, Central America, Chad, China, Congo DR, Congo, Cuba, East Afri","The immature plant is poisonous, especially if slightly wilted, since it can contain the toxins hydrogen cyanide and the alkaloid hordenine[4, 142, 269]. These substances are destroyed if the plant is dried or made into silage[269]. In small quantities, hydrogen cyanide has been shown to stimulate r",,OBSERVED:PFAF,pfaf.org database
Sparganium americanum,"Bur-Reed, American bur-reed",Sparganiaceae,Perennial,1.0,,,,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,0,0,LMH,SN,WeWa,"Eastern N. America - Nova Scotia and Ontario to Iowa, South Carolina and Oklahoma.",,None known,,OBSERVED:PFAF,pfaf.org database
Sparganium androcladum,Branching Bur-Reed,Sparganiaceae,Perennial,1.2,,,,groundcover,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,1,0,0,LMH,SN,WeWa,"Eastern N. America - Newfoundland to Minnesota, Florida and Louisiana.",,None known,,OBSERVED:PFAF,pfaf.org database
Spartina pectinata,Prairie Cord Grass,Poaceae or Gramineae,Perennial,1.8,,4,8,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,0,0,LMH,SN,MWe,"N. America - Newfoundland and Quebec to Washington and Oregon, south to North Carolina and Texas.",,None known,,OBSERVED:PFAF,pfaf.org database
Spergularia rubra,"Sandwort, Red sandspurry",Caryophyllaceae,Annual/Biennial,0.3,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,1,0,LM,N,DM,"Europe, including Britain, south and east from Norway to N. Africa and Asia. N. America,",,None known,,OBSERVED:PFAF,pfaf.org database
Spigelia marilandica,"Indian Pink, Woodland pinkroot",Loganiaceae,Perennial,0.5,,7,10,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,3,0,LMH,SN,DM,South-eastern N. America - New Jersey to Florida.,,This plant is poisonous in large quantities[21].,,OBSERVED:PFAF,pfaf.org database
Spiraea alba,White Meadowsweet,Rosaceae,Shrub,1.5,,5,9,shrub,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,"North-eastern N. America - Ontario to New York, North Carolina, Saskatchewan, Indiana and Missouri.",,None known,,OBSERVED:PFAF,pfaf.org database
Spiraea douglasii,"Steeplebush, Rose spirea, Menzies' spirea",Rosaceae,Shrub,2.5,,4,8,shrub,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,Western N. America. Rarely naturalized in Britain[17].,,None known,,OBSERVED:PFAF,pfaf.org database
Spiraea pyramidata,Spirea,Rosaceae,Shrub,1.0,,5,9,shrub,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,Western N. America - British Columbia to Oregon.,,None known,,OBSERVED:PFAF,pfaf.org database
Spiraea tomentosa,"Hardhack, Steeplebush",Rosaceae,Shrub,1.5,,3,7,shrub,mid_successional,fibrous_shallow,wetland,no,support,no,no,no,no,no,no,no,0,2,0,LMH,SN,M,"N. and C. Europe. Eastern N. America - Nova Scotia to Manitoba, south to Georgia and Kansas.",,None known,,OBSERVED:PFAF,pfaf.org database
Spondias dulcis,"Golden Apple, Ambarella,",Anacardiaceae,Tree,15.0,,9,12,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,4,2,2,LMH,SN,DM,"Probably arose in tropical Asia, but only known in cultivation.","Africa, Antigua and Barbuda, Asia, Australia, Bangladesh, Brazil, Cambodia, Cameroon, Central Africa, Central America, Cook Is., Costa Rica, Côte d'Ivoire, East Africa, Fiji, Gabon, Ghana, Guinea-Biss",Care should be taken when eating the fruit since the seeds have very sharp spines[307 ].,"Spondias dulcis or also known as Golden Apple, Ambarella, Jew Plum is a vigorous deciduous tree growing up to 25 m in height and 45 cm in trunk diameter. It is tolerant to drought and fruiting commence four years after seed sowing or two to years from cuttings. The leaves are pinnate, comprised of 9",OBSERVED:PFAF,pfaf.org database
Spondias mombin,"Yellow Mombin, Hog Plum, Caja Fruit, Taperebá",Anacardiaceae,Tree,20.0,,10,12,canopy,mid_successional,deep_taproot,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,4,2,2,MH,N,DM,"S. America - Paraguay, Brazil, Bolivia, Peru, Ecuador, Colombia, Venezuela, Guyana, Surinam; C. America - Panama to Mexico.","Brazil; Mexico; Guatemala; Belize; Honduras; El Salvador; Nicaragua; Costa Rica; Panama; Colombia; Bolivia, Plurinational State of; Ecuador; Paraguay; Peru; Venezuela, Bolivarian Republic of; Guyana; ",None known,"Spondias mombin, or Yellow Mombin, is a flowering tree native tropical America. It is deciduous with a dense and spreading crown and grows up to 25 m tall and at least 60 cm in trunk diameter. The bark is thick. The leaves are compound, comprising five to nine pairs of leaflets. The flowers occur on",OBSERVED:PFAF,pfaf.org database
Spondias purpurea,"Purple Mombin Red Mombin, Spanish Plum, Ciruela",Anacardiaceae,Tree,10.0,,10,12,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,4,2,2,MH,N,DM,Western S. America north to the Caribbean and through Central America to Mexico.,"Mexico; Guatemala; Belize; El Salvador; Nicaragua; Costa Rica; Panama; Colombia; Bolivia, Plurinational State of; Peru; Guyana; French Guiana, Africa, Anguilla, Antigua and Barbuda, Asia, Australia, B",The seed is toxic[348 ].,"Purple Mombin, Spondias purpurea, is a deciduous tree commonly found in western part of South America. It has a spreading crown and it reaches a height of up to 25 m upon maturity. Its bole can be 30 - 80 cm in diameter. The leaves are pinnate with 7 to 23 leaflets each leaf. The flowers are small, ",OBSERVED:PFAF,pfaf.org database
Sporobolus airoides,Alkali Sakaton,Poaceae or Gramineae,Perennial,0.8,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,1,0,0,LMH,N,DM,"Central and south-western N. America - Nebraska to Montana, California and Texas.",,None known,,OBSERVED:PFAF,pfaf.org database
