hexagram_id,nakshatra_id,resonance_score,resonance_reason,shared_element,shared_quality,shared_graha,notes,attestation_status
hexagram_39,nakshatra_anuradha,0.5,shared element water + dosha-body alignment kapha/hand,water,,,obstruction resonates with Anuradha,inferred_coherent
hexagram_39,nakshatra_jyeshtha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,obstruction resonates with Jyeshtha,inferred_coherent
hexagram_39,nakshatra_mula,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,obstruction resonates with Mula,inferred_coherent
hexagram_39,nakshatra_purva_ashadha,0.35,shared element water,water,,,obstruction resonates with Purva_Ashadha,inferred_coherent
hexagram_39,nakshatra_uttara_ashadha,0.5,shared element earth + dosha-body alignment kapha/hand,earth,,,obstruction resonates with Uttara_Ashadha,inferred_coherent
hexagram_39,nakshatra_shatabhisha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,obstruction resonates with Shatabhisha,inferred_coherent
hexagram_39,nakshatra_purva_bhadrapada,0.3,shared guna tamas,,tamas,,obstruction resonates with Purva_Bhadrapada,inferred_coherent
hexagram_39,nakshatra_uttara_bhadrapada,0.5,shared element water + dosha-body alignment kapha/hand,water,,,obstruction resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_39,nakshatra_revati,0.5,shared element water + dosha-body alignment kapha/hand,water,,,obstruction resonates with Revati,inferred_coherent
hexagram_40,nakshatra_ashwini,0.8,shared element fire + shared guna rajas + dosha-body alignment vata/ear,fire,rajas,,deliverance resonates with Ashwini,inferred_coherent
hexagram_40,nakshatra_bharani,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,deliverance resonates with Bharani,inferred_coherent
hexagram_40,nakshatra_krittika,0.65,shared element fire + shared guna rajas,fire,rajas,,deliverance resonates with Krittika,inferred_coherent
hexagram_40,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,deliverance resonates with Rohini,inferred_coherent
hexagram_40,nakshatra_ardra,0.6,shared element water + dosha-body alignment vata/ear + manushya-rajas alignment,water,,,deliverance resonates with Ardra,inferred_coherent
hexagram_40,nakshatra_pushya,0.35,shared element water,water,,,deliverance resonates with Pushya,inferred_coherent
hexagram_40,nakshatra_ashlesha,0.35,shared element water,water,,,deliverance resonates with Ashlesha,inferred_coherent
hexagram_40,nakshatra_magha,0.35,shared element fire,fire,,,deliverance resonates with Magha,inferred_coherent
hexagram_40,nakshatra_purva_phalguni,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,deliverance resonates with Purva_Phalguni,inferred_coherent
hexagram_40,nakshatra_chitra,0.35,shared element fire,fire,,,deliverance resonates with Chitra,inferred_coherent
hexagram_40,nakshatra_swati,0.45,shared guna rajas + dosha-body alignment vata/ear,,rajas,,deliverance resonates with Swati,inferred_coherent
hexagram_40,nakshatra_vishakha,0.65,shared element fire + shared guna rajas,fire,rajas,,deliverance resonates with Vishakha,inferred_coherent
hexagram_40,nakshatra_anuradha,0.35,shared element water,water,,,deliverance resonates with Anuradha,inferred_coherent
hexagram_40,nakshatra_purva_ashadha,0.75,shared element water + shared guna rajas + manushya-rajas alignment,water,rajas,,deliverance resonates with Purva_Ashadha,inferred_coherent
hexagram_40,nakshatra_dhanishta,0.65,shared element fire + shared guna rajas,fire,rajas,,deliverance resonates with Dhanishta,inferred_coherent
hexagram_40,nakshatra_purva_bhadrapada,0.45,shared element fire + manushya-rajas alignment,fire,,,deliverance resonates with Purva_Bhadrapada,inferred_coherent
hexagram_40,nakshatra_uttara_bhadrapada,0.45,shared element water + manushya-rajas alignment,water,,,deliverance resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_40,nakshatra_revati,0.35,shared element water,water,,,deliverance resonates with Revati,inferred_coherent
hexagram_41,nakshatra_bharani,0.35,shared element earth,earth,,,decrease resonates with Bharani,inferred_coherent
hexagram_41,nakshatra_rohini,0.5,shared element earth + dosha-body alignment kapha/mouth,earth,,,decrease resonates with Rohini,inferred_coherent
hexagram_41,nakshatra_mrigashira,0.65,shared element earth + shared guna tamas,earth,tamas,,decrease resonates with Mrigashira,inferred_coherent
hexagram_41,nakshatra_ardra,0.65,shared element water + shared guna tamas,water,tamas,,decrease resonates with Ardra,inferred_coherent
hexagram_41,nakshatra_pushya,0.5,shared element water + dosha-body alignment kapha/mouth,water,,,decrease resonates with Pushya,inferred_coherent
hexagram_41,nakshatra_ashlesha,0.9,shared element water + shared guna tamas + dosha-body alignment kapha/mouth + rakshasa-tamas alignment,water,tamas,,decrease resonates with Ashlesha,inferred_coherent
hexagram_41,nakshatra_magha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,decrease resonates with Magha,inferred_coherent
hexagram_41,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,decrease resonates with Purva_Phalguni,inferred_coherent
hexagram_41,nakshatra_uttara_phalguni,0.5,shared element earth + dosha-body alignment kapha/mouth,earth,,,decrease resonates with Uttara_Phalguni,inferred_coherent
hexagram_41,nakshatra_chitra,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,decrease resonates with Chitra,inferred_coherent
hexagram_41,nakshatra_anuradha,0.5,shared element water + dosha-body alignment kapha/mouth,water,,,decrease resonates with Anuradha,inferred_coherent
hexagram_41,nakshatra_jyeshtha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,decrease resonates with Jyeshtha,inferred_coherent
hexagram_41,nakshatra_mula,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,decrease resonates with Mula,inferred_coherent
hexagram_41,nakshatra_purva_ashadha,0.35,shared element water,water,,,decrease resonates with Purva_Ashadha,inferred_coherent
hexagram_41,nakshatra_uttara_ashadha,0.5,shared element earth + dosha-body alignment kapha/mouth,earth,,,decrease resonates with Uttara_Ashadha,inferred_coherent
hexagram_41,nakshatra_shatabhisha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,decrease resonates with Shatabhisha,inferred_coherent
hexagram_41,nakshatra_purva_bhadrapada,0.3,shared guna tamas,,tamas,,decrease resonates with Purva_Bhadrapada,inferred_coherent
hexagram_41,nakshatra_uttara_bhadrapada,0.5,shared element water + dosha-body alignment kapha/mouth,water,,,decrease resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_41,nakshatra_revati,0.5,shared element water + dosha-body alignment kapha/mouth,water,,,decrease resonates with Revati,inferred_coherent
hexagram_42,nakshatra_ashwini,0.6,shared element fire + dosha-body alignment vata/foot + deva-sattva alignment,fire,,,increase resonates with Ashwini,inferred_coherent
hexagram_42,nakshatra_krittika,0.35,shared element fire,fire,,,increase resonates with Krittika,inferred_coherent
hexagram_42,nakshatra_punarvasu,0.9,shared element air + shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,air,sattva,,increase resonates with Punarvasu,inferred_coherent
hexagram_42,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,increase resonates with Pushya,inferred_coherent
hexagram_42,nakshatra_magha,0.35,shared element fire,fire,,,increase resonates with Magha,inferred_coherent
hexagram_42,nakshatra_uttara_phalguni,0.3,shared guna sattva,,sattva,,increase resonates with Uttara_Phalguni,inferred_coherent
hexagram_42,nakshatra_hasta,0.9,shared element air + shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,air,sattva,,increase resonates with Hasta,inferred_coherent
hexagram_42,nakshatra_chitra,0.35,shared element fire,fire,,,increase resonates with Chitra,inferred_coherent
hexagram_42,nakshatra_swati,0.6,shared element air + dosha-body alignment vata/foot + deva-sattva alignment,air,,,increase resonates with Swati,inferred_coherent
hexagram_42,nakshatra_vishakha,0.35,shared element fire,fire,,,increase resonates with Vishakha,inferred_coherent
hexagram_42,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,increase resonates with Anuradha,inferred_coherent
hexagram_42,nakshatra_jyeshtha,0.35,shared element air,air,,,increase resonates with Jyeshtha,inferred_coherent
hexagram_42,nakshatra_mula,0.5,shared element air + dosha-body alignment vata/foot,air,,,increase resonates with Mula,inferred_coherent
hexagram_42,nakshatra_uttara_ashadha,0.3,shared guna sattva,,sattva,,increase resonates with Uttara_Ashadha,inferred_coherent
hexagram_42,nakshatra_shravana,0.9,shared element air + shared guna sattva + dosha-body alignment vata/foot + deva-sattva alignment,air,sattva,,increase resonates with Shravana,inferred_coherent
hexagram_42,nakshatra_dhanishta,0.35,shared element fire,fire,,,increase resonates with Dhanishta,inferred_coherent
hexagram_42,nakshatra_shatabhisha,0.5,shared element air + dosha-body alignment vata/foot,air,,,increase resonates with Shatabhisha,inferred_coherent
hexagram_42,nakshatra_purva_bhadrapada,0.35,shared element fire,fire,,,increase resonates with Purva_Bhadrapada,inferred_coherent
hexagram_42,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,increase resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_42,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,increase resonates with Revati,inferred_coherent
hexagram_43,nakshatra_ashwini,0.3,shared guna rajas,,rajas,,breakthrough resonates with Ashwini,inferred_coherent
hexagram_43,nakshatra_bharani,0.55,shared guna rajas + dosha-body alignment pitta/head + manushya-rajas alignment,,rajas,,breakthrough resonates with Bharani,inferred_coherent
hexagram_43,nakshatra_krittika,0.45,shared guna rajas + dosha-body alignment pitta/head,,rajas,,breakthrough resonates with Krittika,inferred_coherent
hexagram_43,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,breakthrough resonates with Rohini,inferred_coherent
hexagram_43,nakshatra_ardra,0.45,shared element water + manushya-rajas alignment,water,,,breakthrough resonates with Ardra,inferred_coherent
hexagram_43,nakshatra_pushya,0.35,shared element water,water,,,breakthrough resonates with Pushya,inferred_coherent
hexagram_43,nakshatra_ashlesha,0.35,shared element water,water,,,breakthrough resonates with Ashlesha,inferred_coherent
hexagram_43,nakshatra_purva_phalguni,0.55,shared guna rajas + dosha-body alignment pitta/head + manushya-rajas alignment,,rajas,,breakthrough resonates with Purva_Phalguni,inferred_coherent
hexagram_43,nakshatra_swati,0.3,shared guna rajas,,rajas,,breakthrough resonates with Swati,inferred_coherent
hexagram_43,nakshatra_vishakha,0.45,shared guna rajas + dosha-body alignment pitta/head,,rajas,,breakthrough resonates with Vishakha,inferred_coherent
hexagram_43,nakshatra_anuradha,0.35,shared element water,water,,,breakthrough resonates with Anuradha,inferred_coherent
hexagram_43,nakshatra_purva_ashadha,0.9,shared element water + shared guna rajas + dosha-body alignment pitta/head + manushya-rajas alignment,water,rajas,,breakthrough resonates with Purva_Ashadha,inferred_coherent
hexagram_43,nakshatra_dhanishta,0.45,shared guna rajas + dosha-body alignment pitta/head,,rajas,,breakthrough resonates with Dhanishta,inferred_coherent
hexagram_43,nakshatra_uttara_bhadrapada,0.45,shared element water + manushya-rajas alignment,water,,,breakthrough resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_43,nakshatra_revati,0.35,shared element water,water,,,breakthrough resonates with Revati,inferred_coherent
hexagram_44,nakshatra_ashwini,0.45,shared guna rajas + dosha-body alignment vata/thigh,,rajas,,coming to meet resonates with Ashwini,inferred_coherent
hexagram_44,nakshatra_bharani,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,coming to meet resonates with Bharani,inferred_coherent
hexagram_44,nakshatra_krittika,0.3,shared guna rajas,,rajas,,coming to meet resonates with Krittika,inferred_coherent
hexagram_44,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,coming to meet resonates with Rohini,inferred_coherent
hexagram_44,nakshatra_punarvasu,0.5,shared element air + dosha-body alignment vata/thigh,air,,,coming to meet resonates with Punarvasu,inferred_coherent
hexagram_44,nakshatra_purva_phalguni,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,coming to meet resonates with Purva_Phalguni,inferred_coherent
hexagram_44,nakshatra_hasta,0.5,shared element air + dosha-body alignment vata/thigh,air,,,coming to meet resonates with Hasta,inferred_coherent
hexagram_44,nakshatra_swati,0.8,shared element air + shared guna rajas + dosha-body alignment vata/thigh,air,rajas,,coming to meet resonates with Swati,inferred_coherent
hexagram_44,nakshatra_vishakha,0.3,shared guna rajas,,rajas,,coming to meet resonates with Vishakha,inferred_coherent
hexagram_44,nakshatra_jyeshtha,0.35,shared element air,air,,,coming to meet resonates with Jyeshtha,inferred_coherent
hexagram_44,nakshatra_mula,0.5,shared element air + dosha-body alignment vata/thigh,air,,,coming to meet resonates with Mula,inferred_coherent
hexagram_44,nakshatra_purva_ashadha,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,coming to meet resonates with Purva_Ashadha,inferred_coherent
hexagram_44,nakshatra_shravana,0.5,shared element air + dosha-body alignment vata/thigh,air,,,coming to meet resonates with Shravana,inferred_coherent
hexagram_44,nakshatra_dhanishta,0.3,shared guna rajas,,rajas,,coming to meet resonates with Dhanishta,inferred_coherent
hexagram_44,nakshatra_shatabhisha,0.5,shared element air + dosha-body alignment vata/thigh,air,,,coming to meet resonates with Shatabhisha,inferred_coherent
hexagram_45,nakshatra_bharani,0.35,shared element earth,earth,,,gathering together resonates with Bharani,inferred_coherent
hexagram_45,nakshatra_rohini,0.5,shared element earth + dosha-body alignment kapha/belly,earth,,,gathering together resonates with Rohini,inferred_coherent
hexagram_45,nakshatra_mrigashira,0.45,shared element earth + deva-sattva alignment,earth,,,gathering together resonates with Mrigashira,inferred_coherent
hexagram_45,nakshatra_ardra,0.35,shared element water,water,,,gathering together resonates with Ardra,inferred_coherent
hexagram_45,nakshatra_punarvasu,0.4,shared guna sattva + deva-sattva alignment,,sattva,,gathering together resonates with Punarvasu,inferred_coherent
hexagram_45,nakshatra_pushya,0.9,shared element water + shared guna sattva + dosha-body alignment kapha/belly + deva-sattva alignment,water,sattva,,gathering together resonates with Pushya,inferred_coherent
hexagram_45,nakshatra_ashlesha,0.5,shared element water + dosha-body alignment kapha/belly,water,,,gathering together resonates with Ashlesha,inferred_coherent
hexagram_45,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,gathering together resonates with Purva_Phalguni,inferred_coherent
hexagram_45,nakshatra_uttara_phalguni,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/belly,earth,sattva,,gathering together resonates with Uttara_Phalguni,inferred_coherent
hexagram_45,nakshatra_hasta,0.4,shared guna sattva + deva-sattva alignment,,sattva,,gathering together resonates with Hasta,inferred_coherent
hexagram_45,nakshatra_anuradha,0.9,shared element water + shared guna sattva + dosha-body alignment kapha/belly + deva-sattva alignment,water,sattva,,gathering together resonates with Anuradha,inferred_coherent
hexagram_45,nakshatra_purva_ashadha,0.35,shared element water,water,,,gathering together resonates with Purva_Ashadha,inferred_coherent
hexagram_45,nakshatra_uttara_ashadha,0.8,shared element earth + shared guna sattva + dosha-body alignment kapha/belly,earth,sattva,,gathering together resonates with Uttara_Ashadha,inferred_coherent
hexagram_45,nakshatra_shravana,0.4,shared guna sattva + deva-sattva alignment,,sattva,,gathering together resonates with Shravana,inferred_coherent
hexagram_45,nakshatra_uttara_bhadrapada,0.8,shared element water + shared guna sattva + dosha-body alignment kapha/belly,water,sattva,,gathering together resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_45,nakshatra_revati,0.9,shared element water + shared guna sattva + dosha-body alignment kapha/belly + deva-sattva alignment,water,sattva,,gathering together resonates with Revati,inferred_coherent
hexagram_46,nakshatra_bharani,0.35,shared element earth,earth,,,pushing upward resonates with Bharani,inferred_coherent
hexagram_46,nakshatra_rohini,0.35,shared element earth,earth,,,pushing upward resonates with Rohini,inferred_coherent
hexagram_46,nakshatra_mrigashira,0.6,shared element earth + dosha-body alignment vata/thigh + deva-sattva alignment,earth,,,pushing upward resonates with Mrigashira,inferred_coherent
hexagram_46,nakshatra_punarvasu,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,pushing upward resonates with Punarvasu,inferred_coherent
hexagram_46,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,pushing upward resonates with Pushya,inferred_coherent
hexagram_46,nakshatra_purva_phalguni,0.35,shared element earth,earth,,,pushing upward resonates with Purva_Phalguni,inferred_coherent
hexagram_46,nakshatra_uttara_phalguni,0.65,shared element earth + shared guna sattva,earth,sattva,,pushing upward resonates with Uttara_Phalguni,inferred_coherent
hexagram_46,nakshatra_hasta,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,pushing upward resonates with Hasta,inferred_coherent
hexagram_46,nakshatra_swati,0.6,shared element air + dosha-body alignment vata/thigh + deva-sattva alignment,air,,,pushing upward resonates with Swati,inferred_coherent
hexagram_46,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,pushing upward resonates with Anuradha,inferred_coherent
hexagram_46,nakshatra_jyeshtha,0.35,shared element air,air,,,pushing upward resonates with Jyeshtha,inferred_coherent
hexagram_46,nakshatra_mula,0.5,shared element air + dosha-body alignment vata/thigh,air,,,pushing upward resonates with Mula,inferred_coherent
hexagram_46,nakshatra_uttara_ashadha,0.65,shared element earth + shared guna sattva,earth,sattva,,pushing upward resonates with Uttara_Ashadha,inferred_coherent
hexagram_46,nakshatra_shravana,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,pushing upward resonates with Shravana,inferred_coherent
hexagram_46,nakshatra_shatabhisha,0.5,shared element air + dosha-body alignment vata/thigh,air,,,pushing upward resonates with Shatabhisha,inferred_coherent
hexagram_46,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,pushing upward resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_46,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,pushing upward resonates with Revati,inferred_coherent
hexagram_47,nakshatra_mrigashira,0.45,shared guna tamas + dosha-body alignment vata/ear,,tamas,,oppression resonates with Mrigashira,inferred_coherent
hexagram_47,nakshatra_ardra,0.8,shared element water + shared guna tamas + dosha-body alignment vata/ear,water,tamas,,oppression resonates with Ardra,inferred_coherent
hexagram_47,nakshatra_pushya,0.35,shared element water,water,,,oppression resonates with Pushya,inferred_coherent
hexagram_47,nakshatra_ashlesha,0.75,shared element water + shared guna tamas + rakshasa-tamas alignment,water,tamas,,oppression resonates with Ashlesha,inferred_coherent
hexagram_47,nakshatra_magha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,oppression resonates with Magha,inferred_coherent
hexagram_47,nakshatra_chitra,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,oppression resonates with Chitra,inferred_coherent
hexagram_47,nakshatra_anuradha,0.35,shared element water,water,,,oppression resonates with Anuradha,inferred_coherent
hexagram_47,nakshatra_jyeshtha,0.4,shared guna tamas + rakshasa-tamas alignment,,tamas,,oppression resonates with Jyeshtha,inferred_coherent
hexagram_47,nakshatra_mula,0.55,shared guna tamas + dosha-body alignment vata/ear + rakshasa-tamas alignment,,tamas,,oppression resonates with Mula,inferred_coherent
hexagram_47,nakshatra_purva_ashadha,0.35,shared element water,water,,,oppression resonates with Purva_Ashadha,inferred_coherent
hexagram_47,nakshatra_shatabhisha,0.55,shared guna tamas + dosha-body alignment vata/ear + rakshasa-tamas alignment,,tamas,,oppression resonates with Shatabhisha,inferred_coherent
hexagram_47,nakshatra_purva_bhadrapada,0.3,shared guna tamas,,tamas,,oppression resonates with Purva_Bhadrapada,inferred_coherent
hexagram_47,nakshatra_uttara_bhadrapada,0.35,shared element water,water,,,oppression resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_47,nakshatra_revati,0.35,shared element water,water,,,oppression resonates with Revati,inferred_coherent
hexagram_48,nakshatra_ardra,0.5,shared element water + dosha-body alignment vata/thigh,water,,,the well resonates with Ardra,inferred_coherent
hexagram_48,nakshatra_punarvasu,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,the well resonates with Punarvasu,inferred_coherent
hexagram_48,nakshatra_pushya,0.75,shared element water + shared guna sattva + deva-sattva alignment,water,sattva,,the well resonates with Pushya,inferred_coherent
hexagram_48,nakshatra_ashlesha,0.35,shared element water,water,,,the well resonates with Ashlesha,inferred_coherent
hexagram_48,nakshatra_uttara_phalguni,0.3,shared guna sattva,,sattva,,the well resonates with Uttara_Phalguni,inferred_coherent
hexagram_48,nakshatra_hasta,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,the well resonates with Hasta,inferred_coherent
hexagram_48,nakshatra_swati,0.6,shared element air + dosha-body alignment vata/thigh + deva-sattva alignment,air,,,the well resonates with Swati,inferred_coherent
hexagram_48,nakshatra_anuradha,0.75,shared element water + shared guna sattva + deva-sattva alignment,water,sattva,,the well resonates with Anuradha,inferred_coherent
hexagram_48,nakshatra_jyeshtha,0.35,shared element air,air,,,the well resonates with Jyeshtha,inferred_coherent
hexagram_48,nakshatra_mula,0.5,shared element air + dosha-body alignment vata/thigh,air,,,the well resonates with Mula,inferred_coherent
hexagram_48,nakshatra_purva_ashadha,0.35,shared element water,water,,,the well resonates with Purva_Ashadha,inferred_coherent
hexagram_48,nakshatra_uttara_ashadha,0.3,shared guna sattva,,sattva,,the well resonates with Uttara_Ashadha,inferred_coherent
hexagram_48,nakshatra_shravana,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,the well resonates with Shravana,inferred_coherent
hexagram_48,nakshatra_shatabhisha,0.5,shared element air + dosha-body alignment vata/thigh,air,,,the well resonates with Shatabhisha,inferred_coherent
hexagram_48,nakshatra_uttara_bhadrapada,0.65,shared element water + shared guna sattva,water,sattva,,the well resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_48,nakshatra_revati,0.75,shared element water + shared guna sattva + deva-sattva alignment,water,sattva,,the well resonates with Revati,inferred_coherent
hexagram_49,nakshatra_ashwini,0.65,shared element fire + shared guna rajas,fire,rajas,,revolution resonates with Ashwini,inferred_coherent
hexagram_49,nakshatra_bharani,0.55,shared guna rajas + dosha-body alignment pitta/eye + manushya-rajas alignment,,rajas,,revolution resonates with Bharani,inferred_coherent
hexagram_49,nakshatra_krittika,0.8,shared element fire + shared guna rajas + dosha-body alignment pitta/eye,fire,rajas,,revolution resonates with Krittika,inferred_coherent
hexagram_49,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,revolution resonates with Rohini,inferred_coherent
hexagram_49,nakshatra_ardra,0.45,shared element water + manushya-rajas alignment,water,,,revolution resonates with Ardra,inferred_coherent
hexagram_49,nakshatra_pushya,0.35,shared element water,water,,,revolution resonates with Pushya,inferred_coherent
hexagram_49,nakshatra_ashlesha,0.35,shared element water,water,,,revolution resonates with Ashlesha,inferred_coherent
hexagram_49,nakshatra_magha,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,revolution resonates with Magha,inferred_coherent
hexagram_49,nakshatra_purva_phalguni,0.55,shared guna rajas + dosha-body alignment pitta/eye + manushya-rajas alignment,,rajas,,revolution resonates with Purva_Phalguni,inferred_coherent
hexagram_49,nakshatra_chitra,0.5,shared element fire + dosha-body alignment pitta/eye,fire,,,revolution resonates with Chitra,inferred_coherent
hexagram_49,nakshatra_swati,0.3,shared guna rajas,,rajas,,revolution resonates with Swati,inferred_coherent
hexagram_49,nakshatra_vishakha,0.8,shared element fire + shared guna rajas + dosha-body alignment pitta/eye,fire,rajas,,revolution resonates with Vishakha,inferred_coherent
hexagram_49,nakshatra_anuradha,0.35,shared element water,water,,,revolution resonates with Anuradha,inferred_coherent
hexagram_49,nakshatra_purva_ashadha,0.9,shared element water + shared guna rajas + dosha-body alignment pitta/eye + manushya-rajas alignment,water,rajas,,revolution resonates with Purva_Ashadha,inferred_coherent
hexagram_49,nakshatra_dhanishta,0.8,shared element fire + shared guna rajas + dosha-body alignment pitta/eye,fire,rajas,,revolution resonates with Dhanishta,inferred_coherent
hexagram_49,nakshatra_purva_bhadrapada,0.6,shared element fire + dosha-body alignment pitta/eye + manushya-rajas alignment,fire,,,revolution resonates with Purva_Bhadrapada,inferred_coherent
hexagram_49,nakshatra_uttara_bhadrapada,0.45,shared element water + manushya-rajas alignment,water,,,revolution resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_49,nakshatra_revati,0.35,shared element water,water,,,revolution resonates with Revati,inferred_coherent
hexagram_50,nakshatra_ashwini,0.6,shared element fire + dosha-body alignment vata/thigh + deva-sattva alignment,fire,,,the caldron resonates with Ashwini,inferred_coherent
hexagram_50,nakshatra_krittika,0.35,shared element fire,fire,,,the caldron resonates with Krittika,inferred_coherent
hexagram_50,nakshatra_punarvasu,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,the caldron resonates with Punarvasu,inferred_coherent
hexagram_50,nakshatra_pushya,0.4,shared guna sattva + deva-sattva alignment,,sattva,,the caldron resonates with Pushya,inferred_coherent
hexagram_50,nakshatra_magha,0.35,shared element fire,fire,,,the caldron resonates with Magha,inferred_coherent
hexagram_50,nakshatra_uttara_phalguni,0.3,shared guna sattva,,sattva,,the caldron resonates with Uttara_Phalguni,inferred_coherent
hexagram_50,nakshatra_hasta,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,the caldron resonates with Hasta,inferred_coherent
hexagram_50,nakshatra_chitra,0.35,shared element fire,fire,,,the caldron resonates with Chitra,inferred_coherent
hexagram_50,nakshatra_swati,0.6,shared element air + dosha-body alignment vata/thigh + deva-sattva alignment,air,,,the caldron resonates with Swati,inferred_coherent
hexagram_50,nakshatra_vishakha,0.35,shared element fire,fire,,,the caldron resonates with Vishakha,inferred_coherent
hexagram_50,nakshatra_anuradha,0.4,shared guna sattva + deva-sattva alignment,,sattva,,the caldron resonates with Anuradha,inferred_coherent
hexagram_50,nakshatra_jyeshtha,0.35,shared element air,air,,,the caldron resonates with Jyeshtha,inferred_coherent
hexagram_50,nakshatra_mula,0.5,shared element air + dosha-body alignment vata/thigh,air,,,the caldron resonates with Mula,inferred_coherent
hexagram_50,nakshatra_uttara_ashadha,0.3,shared guna sattva,,sattva,,the caldron resonates with Uttara_Ashadha,inferred_coherent
hexagram_50,nakshatra_shravana,0.9,shared element air + shared guna sattva + dosha-body alignment vata/thigh + deva-sattva alignment,air,sattva,,the caldron resonates with Shravana,inferred_coherent
hexagram_50,nakshatra_dhanishta,0.35,shared element fire,fire,,,the caldron resonates with Dhanishta,inferred_coherent
hexagram_50,nakshatra_shatabhisha,0.5,shared element air + dosha-body alignment vata/thigh,air,,,the caldron resonates with Shatabhisha,inferred_coherent
hexagram_50,nakshatra_purva_bhadrapada,0.35,shared element fire,fire,,,the caldron resonates with Purva_Bhadrapada,inferred_coherent
hexagram_50,nakshatra_uttara_bhadrapada,0.3,shared guna sattva,,sattva,,the caldron resonates with Uttara_Bhadrapada,inferred_coherent
hexagram_50,nakshatra_revati,0.4,shared guna sattva + deva-sattva alignment,,sattva,,the caldron resonates with Revati,inferred_coherent
hexagram_51,nakshatra_ashwini,0.8,shared element fire + shared guna rajas + dosha-body alignment vata/foot,fire,rajas,,the arousing resonates with Ashwini,inferred_coherent
hexagram_51,nakshatra_bharani,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,the arousing resonates with Bharani,inferred_coherent
hexagram_51,nakshatra_krittika,0.65,shared element fire + shared guna rajas,fire,rajas,,the arousing resonates with Krittika,inferred_coherent
hexagram_51,nakshatra_rohini,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,the arousing resonates with Rohini,inferred_coherent
hexagram_51,nakshatra_magha,0.35,shared element fire,fire,,,the arousing resonates with Magha,inferred_coherent
hexagram_51,nakshatra_purva_phalguni,0.4,shared guna rajas + manushya-rajas alignment,,rajas,,the arousing resonates with Purva_Phalguni,inferred_coherent
